date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:47	47190/47190	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:47%20GMT	https://web.archive.org/web/20250401235255js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/main.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235255js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/maindd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:51:48%20GMT	https://web.archive.org/web/20250401235146js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/setup-team.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/setup-teamdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:48	16136/16136	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:48%20GMT	https://web.archive.org/web/20250401235258js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/setup-team.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235258js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/setup-teamdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:51:50%20GMT	https://web.archive.org/web/20250401235146js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/preregister.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/preregisterdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:51	9322/9322	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:51%20GMT	https://web.archive.org/web/20250401235300js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/preregister.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235300js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/preregisterdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:51:52%20GMT	https://web.archive.org/web/20250401235146js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/participants-corner.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/participants-cornerdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:54	17870/17870	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:54%20GMT	https://web.archive.org/web/20250401235302js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/participants-corner.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235302js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/js/participants-cornerdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:51:55%20GMT	https://web.archive.org/web/20250401235146js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/popper.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/popperdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:56	21634/21634	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:56%20GMT	https://web.archive.org/web/20250401235304js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/popper.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235304js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/popperdd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:51:57%20GMT	https://web.archive.org/web/20250401235146js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/jquery-migrate.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/jquery-migratedd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:51:59	8536/8536	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Sep%202025%2011:51:59%20GMT	https://web.archive.org/web/20250401235306js_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/jquery-migrate.js?ver=5.0.22	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235306js_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/assets/external_libraries/js/jquery-migratedd1b.js	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:00%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-32x32.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-32x32.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:02	599/599	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:01%20GMT	https://web.archive.org/web/20250401235317im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-32x32.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235317im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-32x32.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:03%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-192x192.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-192x192.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:05	2936/2936	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:05%20GMT	https://web.archive.org/web/20250401235319im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-192x192.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235319im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-192x192.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:06%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-180x180.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-180x180.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:07	2656/2656	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:07%20GMT	https://web.archive.org/web/20250401235321im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-180x180.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235321im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/cropped-logo-180x180.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:07%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/img/icon_default.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/img/icon_default.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:09	2857/2857	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Sep%202025%2011:52:09%20GMT	https://web.archive.org/web/20250401235323im_/https://nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/img/icon_default.png	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235323im_/https_/nextstagechallenge.org/wp-content/themes/SpaceHackLuxembourg/img/icon_default.png	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:10%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Anna-of-MIH-3.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Anna-of-MIH-3.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:11	23692/23692	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:11%20GMT	https://web.archive.org/web/20250401235325im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Anna-of-MIH-3.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235325im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Anna-of-MIH-3.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Thu,%2004%20Sep%202025%2011:52:12%20GMT	https://web.archive.org/web/20250401235146im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Claudia-of-Music-Tech-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235146im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Claudia-of-Music-Tech-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
14:52:13	24345/24345	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2011:52:13%20GMT	https://web.archive.org/web/20250401235327im_/https://nextstagechallenge.org/wp-content/uploads/2020/04/Claudia-of-Music-Tech-2.jpg	C:/Users/Alihan/Desktop/next/next/web.archive.org/web/20250401235327im_/https_/nextstagechallenge.org/wp-content/uploads/2020/04/Claudia-of-Music-Tech-2.jpg	(from https://web.archive.org/web/20250401235146/http://nextstagechallenge.org/)
